0.000000000000000000e+00,3.807343000000000255e-01,3.801759000000000110e-01,3.791891000000000012e-01,5.121317999999999149e-01
6.976744000000000279e-01,3.806786999999999255e-01,3.801184999999999703e-01,3.791324999999999834e-01,5.065984000000000043e-01
1.395348999999999950e+00,3.805113999999999441e-01,3.799456999999999418e-01,3.789623999999999771e-01,4.907040999999999209e-01
2.093023000000000078e+00,3.802345999999999782e-01,3.796597999999999917e-01,3.786807999999999841e-01,4.663579999999999393e-01
2.790697999999999901e+00,3.798478000000000132e-01,3.792603999999999975e-01,3.782874999999999988e-01,4.361347999999999336e-01
3.488372000000000028e+00,3.793532999999999489e-01,3.787498000000000253e-01,3.777848000000000317e-01,4.026878999999999875e-01
4.186047000000000295e+00,3.787531999999999566e-01,3.781300999999999690e-01,3.771744999999999681e-01,3.683031999999999972e-01
4.883720999999999535e+00,3.780504000000000087e-01,3.774044999999999761e-01,3.764598999999999585e-01,3.346900999999999904e-01
5.581394999999999662e+00,3.772460999999999731e-01,3.765742999999999729e-01,3.756421999999999817e-01,3.029628999999999794e-01
6.279069999999999929e+00,3.763448999999999822e-01,3.756441999999999837e-01,3.747261999999999538e-01,2.737414999999999710e-01
6.976744000000000057e+00,3.753502999999999701e-01,3.746178000000000008e-01,3.737151999999999696e-01,2.472769999999999690e-01
7.674419000000000324e+00,3.742651999999999646e-01,3.734983000000000053e-01,3.726124000000000103e-01,2.235767999999999645e-01
8.372092999999999563e+00,3.730942999999999343e-01,3.722904999999999687e-01,3.714224999999999888e-01,2.025077000000000127e-01
9.069767000000000579e+00,3.718424999999999092e-01,3.709995999999999849e-01,3.701505999999999963e-01,1.838568999999999898e-01
9.767441999999999069e+00,3.705137000000000014e-01,3.696294999999999997e-01,3.688006999999999813e-01,1.673823999999999590e-01
1.046511999999999887e+01,3.691137999999999919e-01,3.681864999999999721e-01,3.673786999999999470e-01,1.528407999999999989e-01
1.116278999999999932e+01,3.676462000000000341e-01,3.666739999999999444e-01,3.658881999999999968e-01,1.399979999999999836e-01
1.186046999999999940e+01,3.661172999999999789e-01,3.650989000000000040e-01,3.643356999999999846e-01,1.286419999999999786e-01
1.255813999999999986e+01,3.645319999999999672e-01,3.634661000000000142e-01,3.627261999999999431e-01,1.185830999999999968e-01
1.325581000000000031e+01,3.628955000000000375e-01,3.617809999999999637e-01,3.610649999999999693e-01,1.096540000000000015e-01
1.395348999999999862e+01,3.612135000000000207e-01,3.600496999999999725e-01,3.593580000000000108e-01,1.017093999999999915e-01
1.465116000000000085e+01,3.594910999999999524e-01,3.582773000000000208e-01,3.576102999999999921e-01,9.462315999999999783e-02
1.534883999999999915e+01,3.577336000000000404e-01,3.564691999999999861e-01,3.558271999999999546e-01,8.828625999999999141e-02
1.604651000000000138e+01,3.559470999999999052e-01,3.546320000000000028e-01,3.540151999999999743e-01,8.260541999999998497e-02
1.674418999999999969e+01,3.541360999999999537e-01,3.527701000000000309e-01,3.521786000000000083e-01,7.749978000000000422e-02
1.744186000000000192e+01,3.523061000000000109e-01,3.508893999999999624e-01,3.503231999999999458e-01,7.289966999999998587e-02
1.813953000000000060e+01,3.504617999999999345e-01,3.489946999999999910e-01,3.484536999999999773e-01,6.874523999999999913e-02
1.883720999999999890e+01,3.486093999999999582e-01,3.470921999999999619e-01,3.465763000000000038e-01,6.498487000000000013e-02
1.953487999999999758e+01,3.467527999999999166e-01,3.451858999999999900e-01,3.446949999999999736e-01,6.157344000000000012e-02
2.023255999999999943e+01,3.448972999999999622e-01,3.432816000000000201e-01,3.428152999999999340e-01,5.847254000000000340e-02
2.093022999999999811e+01,3.430469999999999908e-01,3.413830999999999394e-01,3.409410999999999969e-01,5.564795999999998938e-02
2.162790999999999997e+01,3.412066999999999739e-01,3.394956000000000085e-01,3.390775999999999790e-01,5.307065999999999867e-02
2.232557999999999865e+01,3.393806999999999796e-01,3.376232999999999596e-01,3.372288999999999426e-01,5.071480999999999906e-02
2.302326000000000050e+01,3.375733000000000206e-01,3.357706999999999775e-01,3.353992999999999558e-01,4.855798999999999532e-02
2.372092999999999918e+01,3.357881999999999811e-01,3.339415999999999496e-01,3.335927999999999671e-01,4.658062999999999093e-02
2.441860000000000142e+01,3.340285999999999533e-01,3.321391999999999678e-01,3.318122999999999490e-01,4.476510999999999685e-02
2.511627999999999972e+01,3.322993000000000197e-01,3.303682999999999481e-01,3.300628999999999924e-01,4.309649000000000119e-02
2.581394999999999840e+01,3.306030999999999276e-01,3.286318999999999768e-01,3.283471999999999502e-01,4.156121999999999594e-02
2.651163000000000025e+01,3.289428999999999825e-01,3.269328999999999708e-01,3.266682999999999670e-01,4.014726999999999879e-02
2.720929999999999893e+01,3.273218999999999990e-01,3.252744000000000191e-01,3.250293999999999683e-01,3.884412000000000281e-02
2.790697999999999723e+01,3.257436999999999694e-01,3.236601999999999535e-01,3.234338999999999964e-01,3.764247999999999900e-02
