0.000000000000000000e+00,1.002114461513753171e-06
0.000000000000000000e+00,1.002114461513753171e-06
7.722007722006870060e-05,1.002114461513753171e-06
1.544401544401374012e-04,2.004228923027575798e-06
1.544401544401374012e-04,2.004228923027575798e-06
2.316602316602489955e-04,2.004228923027575798e-06
2.316602316602489955e-04,4.008457846055151596e-06
3.088803088803176826e-04,3.006343384541328757e-06
3.861003861003863696e-04,4.008457846055151596e-06
3.861003861003863696e-04,4.008457846055151596e-06
4.633204633204551651e-04,4.008457846055151596e-06
5.405405405405238521e-04,5.010572307568974435e-06
5.405405405405238521e-04,5.010572307568974435e-06
6.177606177606353652e-04,4.008457846055151596e-06
6.177606177606353652e-04,3.006343384541328757e-06
6.949806949807040522e-04,4.008457846055151596e-06
6.949806949807040522e-04,5.010572307568974435e-06
7.722007722007727393e-04,4.008457846055151596e-06
8.494208494208414263e-04,5.010572307568974435e-06
8.494208494208414263e-04,5.010572307568974435e-06
9.266409266409103302e-04,5.010572307568974435e-06
9.266409266409103302e-04,6.012686769082726123e-06
1.003861003860979017e-03,6.012686769082726123e-06
1.081081081081047704e-03,6.012686769082726123e-06
1.081081081081047704e-03,7.014801230596550656e-06
1.158301158301116391e-03,8.016915692110303192e-06
1.235521235521270730e-03,9.019030153624126031e-06
1.235521235521270730e-03,9.019030153624126031e-06
1.312741312741339417e-03,9.019030153624126031e-06
1.389961389961408104e-03,1.002114461513787941e-05
1.389961389961408104e-03,1.102325907665170225e-05
1.467181467181477008e-03,1.002114461513787941e-05
1.544401544401545479e-03,1.102325907665170225e-05
1.544401544401545479e-03,1.102325907665170225e-05
1.621621621621614382e-03,1.202537353816552509e-05
1.698841698841682853e-03,1.302748799967927678e-05
1.698841698841682853e-03,1.302748799967927678e-05
1.776061776061751757e-03,1.302748799967927678e-05
1.853281853281820660e-03,1.402960246119310131e-05
1.930501930501889131e-03,1.503171692270685300e-05
1.930501930501889131e-03,1.603383138422067753e-05
2.007722007722043903e-03,1.503171692270685300e-05
2.084942084942112157e-03,1.603383138422067753e-05
2.162162162162181277e-03,1.803806030724825206e-05
2.239382239382249531e-03,1.803806030724825206e-05
2.239382239382249531e-03,1.904017476876207490e-05
2.316602316602318218e-03,2.004228923027582659e-05
2.393822393822387339e-03,2.004228923027582659e-05
2.471042471042456026e-03,2.104440369178965282e-05
2.548262548262524279e-03,2.204651815330347227e-05
2.548262548262524279e-03,2.204651815330347227e-05
